id,age,educ,paeduc,sex,race,income,region,polviews,relig,slt8,s9_11,s12,s13_15,s16,s17_18,sgt18,stage,cage,female,white,black,other,south,nrthest,midwest,west,missed,missag,misssx,missra,missrg,misspa,miss
523,25,12,12,male,white,refused,middle atlantic,moderate,catholic,12,1,1,0,0,0,0,-1.2105633,-21.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
524,59,8,7,female,white,refused,middle atlantic,moderate,catholic,8,0,0,0,0,0,0,.74730533,12.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
525,29,12,7,female,white,refused,middle atlantic,moderate,catholic,12,0,0,0,0,0,0,-.98022586,-17.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
526,25,11,,female,white,$25000 or more,middle atlantic,,catholic,11,1,0,1,0,1,1,-1.2105633,-21.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
527,68,12,12,male,white,refused,middle atlantic,moderate,orthodox-christian,12,1,1,0,0,0,0,1.2655647,21.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
528,78,5,,male,white,refused,middle atlantic,moderate,orthodox-christian,5,1,0,1,0,1,1,1.8414085,31.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
529,32,18,8,male,other,refused,middle atlantic,moderate,moslem/islam,18,0,0,0,0,0,0,-.80747271,-14.02,No,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
530,54,13,,female,white,refused,middle atlantic,moderate,orthodox-christian,13,1,0,1,0,1,1,.45938349,7.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
531,40,16,5,female,white,$25000 or more,middle atlantic,moderate,catholic,16,0,0,0,0,0,0,-.34679773,-6.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
532,41,12,,male,white,refused,middle atlantic,liberal,catholic,12,1,0,1,0,1,1,-.28921336,-5.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
533,37,8,3,female,other,refused,middle atlantic,moderate,buddhism,8,0,0,0,0,0,0,-.51955086,-9.0200005,Yes,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
534,31,12,12,female,white,$20000 - 24999,middle atlantic,moderate,catholic,12,1,1,0,0,0,0,-.86505711,-15.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
535,36,11,,female,white,$8000 to 9999,middle atlantic,extremely liberal,catholic,11,1,0,1,0,1,1,-.57713521,-10.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
536,55,16,,male,white,$25000 or more,middle atlantic,liberal,jewish,16,1,0,1,0,1,1,.51696783,8.9799995,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
537,31,20,18,female,other,refused,middle atlantic,moderate,catholic,20,1,0,1,0,1,0,-.86505711,-15.02,Yes,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
538,58,12,16,male,white,refused,middle atlantic,conservative,catholic,12,1,0,1,1,0,0,.68972099,11.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
539,38,16,12,female,white,$25000 or more,middle atlantic,liberal,other (specify),16,1,1,0,0,0,0,-.46196648,-8.0200005,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
540,36,12,12,female,white,$10000 - 14999,middle atlantic,moderate,jewish,12,1,1,0,0,0,0,-.57713521,-10.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
541,53,14,2,female,white,refused,middle atlantic,moderate,orthodox-christian,14,0,0,0,0,0,0,.40179911,6.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
542,25,14,12,female,white,$25000 or more,middle atlantic,moderate,catholic,14,1,1,0,0,0,0,-1.2105633,-21.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
543,29,10,,female,white,refused,middle atlantic,moderate,catholic,10,1,0,1,0,1,1,-.98022586,-17.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
544,52,16,,male,white,refused,middle atlantic,conservative,catholic,16,1,0,1,0,1,1,.34421474,5.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
545,45,14,8,female,white,refused,middle atlantic,moderate,jewish,14,0,0,0,0,0,0,-.05887587,-1.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
546,64,19,12,female,white,refused,middle atlantic,,orthodox-christian,19,1,1,0,0,0,0,1.0352272,17.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
547,42,16,,male,white,$25000 or more,middle atlantic,moderate,catholic,16,1,0,1,0,1,1,-.23162898,-4.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
548,62,12,,female,black,$15000 - 19999,middle atlantic,moderate,protestant,12,1,0,1,0,1,1,.92005849,15.98,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,1,1
549,44,12,3,female,white,$5000 to 5999,middle atlantic,,protestant,12,0,0,0,0,0,0,-.11646024,-2.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
550,32,11,,female,black,$7000 to 7999,middle atlantic,moderate,protestant,11,1,0,1,0,1,1,-.80747271,-14.02,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,1,1
551,21,13,13,female,black,,middle atlantic,moderate,none,13,1,0,1,0,0,0,-1.4409008,-25.02,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
552,62,8,,female,white,$6000 to 6999,middle atlantic,,catholic,8,1,0,1,0,1,1,.92005849,15.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
553,48,15,,female,black,$10000 - 14999,middle atlantic,moderate,protestant,15,1,0,1,0,1,1,.11387725,1.98,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,1,1
554,41,12,,female,white,refused,middle atlantic,liberal,catholic,12,1,0,1,0,1,1,-.28921336,-5.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
555,31,12,,female,black,$10000 - 14999,middle atlantic,moderate,christian,12,1,0,1,0,1,1,-.86505711,-15.02,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,1,1
556,37,14,,female,black,refused,middle atlantic,,protestant,14,1,0,1,0,1,1,-.51955086,-9.0200005,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,1,1
557,40,14,12,female,white,$7000 to 7999,middle atlantic,,protestant,14,1,1,0,0,0,0,-.34679773,-6.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
558,32,10,,female,black,refused,middle atlantic,,protestant,10,1,0,1,0,1,1,-.80747271,-14.02,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,1,1
559,27,14,,female,black,refused,middle atlantic,slghtly conservative,catholic,14,1,0,1,0,1,1,-1.0953946,-19.02,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,1,1
560,19,12,12,female,white,refused,new england,,catholic,12,1,1,0,0,0,0,-1.5560696,-27.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
561,48,18,,female,white,$25000 or more,new england,liberal,protestant,18,1,0,1,0,1,1,.11387725,1.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
562,39,16,,male,white,refused,new england,conservative,catholic,16,1,0,1,0,1,1,-.40438211,-7.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
563,21,13,18,male,white,,new england,liberal,catholic,13,1,0,1,0,1,0,-1.4409008,-25.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
564,70,14,12,female,white,refused,new england,moderate,protestant,14,1,1,0,0,0,0,1.3807335,23.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
565,48,12,12,female,white,$25000 or more,new england,conservative,catholic,12,1,1,0,0,0,0,.11387725,1.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
566,44,14,,female,white,$25000 or more,new england,conservative,catholic,14,1,0,1,0,1,1,-.11646024,-2.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
567,63,17,3,female,white,refused,new england,moderate,catholic,17,0,0,0,0,0,0,.97764283,16.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
568,43,19,16,male,white,refused,new england,moderate,protestant,19,1,0,1,1,0,0,-.17404461,-3.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
569,36,14,13,female,other,$25000 or more,middle atlantic,liberal,catholic,14,1,0,1,0,0,0,-.57713521,-10.02,Yes,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
570,29,16,,male,black,$10000 - 14999,middle atlantic,slightly liberal,protestant,16,1,0,1,0,1,1,-.98022586,-17.02,No,No,Yes,No,No,Yes,No,No,0,0,0,0,0,1,1
571,51,8,,female,other,$25000 or more,middle atlantic,moderate,catholic,8,1,0,1,0,1,1,.28663036,4.98,Yes,No,No,Yes,No,Yes,No,No,0,0,0,0,0,1,1
572,40,8,,male,other,$25000 or more,middle atlantic,moderate,none,8,1,0,1,0,1,1,-.34679773,-6.02,No,No,No,Yes,No,Yes,No,No,0,0,0,0,0,1,1
573,62,18,2,male,other,$25000 or more,middle atlantic,liberal,catholic,18,0,0,0,0,0,0,.92005849,15.98,No,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
574,33,13,2,female,other,$25000 or more,middle atlantic,moderate,catholic,13,0,0,0,0,0,0,-.74988836,-13.02,Yes,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
575,82,6,0,male,white,$25000 or more,middle atlantic,moderate,catholic,6,0,0,0,0,0,0,2.0717459,35.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
576,59,9,12,female,other,$25000 or more,middle atlantic,slightly liberal,catholic,9,1,1,0,0,0,0,.74730533,12.98,Yes,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
577,49,13,10,female,white,$25000 or more,middle atlantic,moderate,catholic,13,1,0,0,0,0,0,.17146163,2.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
578,41,14,8,female,other,$25000 or more,middle atlantic,moderate,other (specify),14,0,0,0,0,0,0,-.28921336,-5.02,Yes,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
579,35,12,8,female,black,$25000 or more,middle atlantic,moderate,protestant,12,0,0,0,0,0,0,-.63471961,-11.02,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
580,25,12,,female,black,$25000 or more,middle atlantic,moderate,catholic,12,1,0,1,0,1,1,-1.2105633,-21.02,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,1,1
581,19,12,12,male,black,,middle atlantic,moderate,none,12,1,1,0,0,0,0,-1.5560696,-27.02,No,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
582,63,4,7,male,black,,middle atlantic,slightly liberal,protestant,4,0,0,0,0,0,0,.97764283,16.98,No,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
583,37,14,,male,other,$25000 or more,middle atlantic,moderate,protestant,14,1,0,1,0,1,1,-.51955086,-9.0200005,No,No,No,Yes,No,Yes,No,No,0,0,0,0,0,1,1
584,47,10,,female,other,$10000 - 14999,middle atlantic,,none,10,1,0,1,0,1,1,.056292877,.98000002,Yes,No,No,Yes,No,Yes,No,No,0,0,0,0,0,1,1
585,19,13,12,female,other,$8000 to 9999,middle atlantic,liberal,hinduism,13,1,1,0,0,0,0,-1.5560696,-27.02,Yes,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
586,29,16,16,male,white,$25000 or more,middle atlantic,conservative,catholic,16,1,0,1,1,0,0,-.98022586,-17.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
587,43,14,,female,other,$25000 or more,middle atlantic,slghtly conservative,catholic,14,1,0,1,0,1,1,-.17404461,-3.02,Yes,No,No,Yes,No,Yes,No,No,0,0,0,0,0,1,1
588,25,16,20,male,other,$25000 or more,middle atlantic,liberal,hinduism,16,1,0,1,0,1,1,-1.2105633,-21.02,No,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
589,35,16,17,male,white,$25000 or more,middle atlantic,conservative,catholic,16,1,0,1,0,1,0,-.63471961,-11.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
590,53,12,12,female,white,$25000 or more,middle atlantic,moderate,catholic,12,1,1,0,0,0,0,.40179911,6.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
591,49,12,12,female,white,$25000 or more,middle atlantic,moderate,catholic,12,1,1,0,0,0,0,.17146163,2.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
592,45,14,6,male,white,$25000 or more,middle atlantic,conservative,protestant,14,0,0,0,0,0,0,-.05887587,-1.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
593,52,13,12,female,white,$25000 or more,middle atlantic,moderate,catholic,13,1,1,0,0,0,0,.34421474,5.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
594,36,14,12,female,white,$25000 or more,middle atlantic,slightly liberal,catholic,14,1,1,0,0,0,0,-.57713521,-10.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
595,36,12,12,male,white,$25000 or more,middle atlantic,moderate,catholic,12,1,1,0,0,0,0,-.57713521,-10.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
596,41,12,12,male,white,$25000 or more,middle atlantic,moderate,protestant,12,1,1,0,0,0,0,-.28921336,-5.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
597,33,12,,female,white,$25000 or more,middle atlantic,,catholic,12,1,0,1,0,1,1,-.74988836,-13.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
598,62,14,8,female,white,$20000 - 24999,middle atlantic,slightly liberal,protestant,14,0,0,0,0,0,0,.92005849,15.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
599,34,12,11,female,white,$25000 or more,middle atlantic,conservative,catholic,12,1,0,0,0,0,0,-.69230396,-12.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
600,48,14,12,female,white,$25000 or more,middle atlantic,conservative,christian,14,1,1,0,0,0,0,.11387725,1.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
601,38,13,7,female,white,,middle atlantic,slightly liberal,catholic,13,0,0,0,0,0,0,-.46196648,-8.0200005,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
602,54,8,,male,white,$25000 or more,middle atlantic,,catholic,8,1,0,1,0,1,1,.45938349,7.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
603,32,12,10,female,white,$25000 or more,middle atlantic,liberal,catholic,12,1,0,0,0,0,0,-.80747271,-14.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
604,38,11,,male,black,$20000 - 24999,middle atlantic,liberal,moslem/islam,11,1,0,1,0,1,1,-.46196648,-8.0200005,No,No,Yes,No,No,Yes,No,No,0,0,0,0,0,1,1
605,39,14,12,female,other,$25000 or more,middle atlantic,slightly liberal,catholic,14,1,1,0,0,0,0,-.40438211,-7.02,Yes,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
606,19,11,12,female,black,$7000 to 7999,middle atlantic,moderate,catholic,11,1,1,0,0,0,0,-1.5560696,-27.02,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
607,27,14,,male,other,$25000 or more,middle atlantic,,none,14,1,0,1,0,1,1,-1.0953946,-19.02,No,No,No,Yes,No,Yes,No,No,0,0,0,0,0,1,1
608,23,17,13,female,white,$7000 to 7999,middle atlantic,liberal,none,17,1,0,1,0,0,0,-1.3257321,-23.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
609,22,14,10,male,other,$25000 or more,middle atlantic,moderate,none,14,1,0,0,0,0,0,-1.3833164,-24.02,No,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
610,40,12,,female,white,$25000 or more,middle atlantic,moderate,catholic,12,1,0,1,0,1,1,-.34679773,-6.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
611,33,13,,male,white,$25000 or more,middle atlantic,moderate,catholic,13,1,0,1,0,1,1,-.74988836,-13.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
612,24,16,14,male,white,,middle atlantic,liberal,catholic,16,1,0,1,0,0,0,-1.2681477,-22.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
613,41,16,16,male,white,refused,middle atlantic,moderate,catholic,16,1,0,1,1,0,0,-.28921336,-5.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
614,51,12,12,male,white,$25000 or more,middle atlantic,moderate,catholic,12,1,1,0,0,0,0,.28663036,4.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
615,37,18,10,male,white,$25000 or more,middle atlantic,slghtly conservative,catholic,18,1,0,0,0,0,0,-.51955086,-9.0200005,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
616,51,18,10,male,white,$25000 or more,middle atlantic,moderate,protestant,18,1,0,0,0,0,0,.28663036,4.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
617,54,18,,male,white,$25000 or more,middle atlantic,liberal,jewish,18,1,0,1,0,1,1,.45938349,7.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
618,23,16,16,male,white,,middle atlantic,moderate,jewish,16,1,0,1,1,0,0,-1.3257321,-23.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
619,63,12,19,male,white,,middle atlantic,,catholic,12,1,0,1,0,1,1,.97764283,16.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
620,52,20,8,female,white,$25000 or more,middle atlantic,conservative,catholic,20,0,0,0,0,0,0,.34421474,5.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
621,27,16,14,female,other,$25000 or more,middle atlantic,slghtly conservative,catholic,16,1,0,1,0,0,0,-1.0953946,-19.02,Yes,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
622,35,13,12,male,white,refused,middle atlantic,slghtly conservative,catholic,13,1,1,0,0,0,0,-.63471961,-11.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
623,47,14,,male,white,$25000 or more,middle atlantic,slightly liberal,none,14,1,0,1,0,1,1,.056292877,.98000002,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
624,23,14,12,male,white,$25000 or more,middle atlantic,liberal,catholic,14,1,1,0,0,0,0,-1.3257321,-23.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
625,47,13,18,male,white,$25000 or more,middle atlantic,slightly liberal,none,13,1,0,1,0,1,0,.056292877,.98000002,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
626,37,17,12,female,black,$25000 or more,middle atlantic,conservative,protestant,17,1,1,0,0,0,0,-.51955086,-9.0200005,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
627,28,12,12,female,other,$1000 to 2999,middle atlantic,moderate,catholic,12,1,1,0,0,0,0,-1.0378102,-18.02,Yes,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
628,35,16,11,male,other,$25000 or more,middle atlantic,slightly liberal,catholic,16,1,0,0,0,0,0,-.63471961,-11.02,No,No,No,Yes,No,Yes,No,No,0,0,0,0,0,0,0
629,48,14,,female,other,$20000 - 24999,middle atlantic,,catholic,14,1,0,1,0,1,1,.11387725,1.98,Yes,No,No,Yes,No,Yes,No,No,0,0,0,0,0,1,1
630,72,11,,female,white,,middle atlantic,moderate,catholic,11,1,0,1,0,1,1,1.4959022,25.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
631,57,9,12,female,white,$25000 or more,middle atlantic,moderate,catholic,9,1,1,0,0,0,0,.63213658,10.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
632,40,20,18,male,white,$25000 or more,middle atlantic,liberal,catholic,20,1,0,1,0,1,0,-.34679773,-6.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
633,36,14,12,female,black,$25000 or more,middle atlantic,moderate,jewish,14,1,1,0,0,0,0,-.57713521,-10.02,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
634,65,20,,female,white,$25000 or more,middle atlantic,extremely liberal,catholic,20,1,0,1,0,1,1,1.0928116,18.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
635,56,13,14,female,white,$25000 or more,middle atlantic,extremely liberal,jewish,13,1,0,1,0,0,0,.57455224,9.9799995,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
636,55,13,7,male,white,$15000 - 19999,middle atlantic,slightly liberal,catholic,13,0,0,0,0,0,0,.51696783,8.9799995,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
637,23,14,12,female,white,$25000 or more,middle atlantic,extremely liberal,none,14,1,1,0,0,0,0,-1.3257321,-23.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
638,84,7,8,female,white,$10000 - 14999,middle atlantic,moderate,catholic,7,0,0,0,0,0,0,2.1869147,37.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
639,62,12,,female,black,$25000 or more,middle atlantic,liberal,protestant,12,1,0,1,0,1,1,.92005849,15.98,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,1,1
640,40,16,,female,white,$15000 - 19999,middle atlantic,slghtly conservative,none,16,1,0,1,0,1,1,-.34679773,-6.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
641,42,13,,female,white,$20000 - 24999,middle atlantic,,catholic,13,1,0,1,0,1,1,-.23162898,-4.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
642,47,13,13,female,white,$25000 or more,middle atlantic,moderate,catholic,13,1,0,1,0,0,0,.056292877,.98000002,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
643,53,15,12,female,white,refused,middle atlantic,extrmly conservative,protestant,15,1,1,0,0,0,0,.40179911,6.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
644,26,16,,female,white,$25000 or more,middle atlantic,slightly liberal,protestant,16,1,0,1,0,1,1,-1.152979,-20.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
645,25,12,,female,white,$25000 or more,middle atlantic,moderate,catholic,12,1,0,1,0,1,1,-1.2105633,-21.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
646,64,12,,male,white,$15000 - 19999,middle atlantic,moderate,catholic,12,1,0,1,0,1,1,1.0352272,17.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
647,40,14,6,male,white,$25000 or more,middle atlantic,moderate,catholic,14,0,0,0,0,0,0,-.34679773,-6.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
648,24,12,,male,black,$1000 to 2999,middle atlantic,moderate,protestant,12,1,0,1,0,1,1,-1.2681477,-22.02,No,No,Yes,No,No,Yes,No,No,0,0,0,0,0,1,1
649,27,12,,female,black,$25000 or more,middle atlantic,slghtly conservative,protestant,12,1,0,1,0,1,1,-1.0953946,-19.02,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,1,1
650,39,13,11,male,white,$25000 or more,middle atlantic,extremely liberal,none,13,1,0,0,0,0,0,-.40438211,-7.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
651,46,13,4,female,black,,middle atlantic,slghtly conservative,protestant,13,0,0,0,0,0,0,-.0012914971,-.02,Yes,No,Yes,No,No,Yes,No,No,0,0,0,0,0,0,0
652,18,11,8,female,white,,middle atlantic,liberal,catholic,11,0,0,0,0,0,0,-1.6136539,-28.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
653,46,11,,male,black,$15000 - 19999,middle atlantic,moderate,protestant,11,1,0,1,0,1,1,-.0012914971,-.02,No,No,Yes,No,No,Yes,No,No,0,0,0,0,0,1,1
654,80,11,8,female,white,$15000 - 19999,middle atlantic,extremely liberal,catholic,11,0,0,0,0,0,0,1.9565772,33.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
655,77,10,,female,white,refused,middle atlantic,,catholic,10,1,0,1,0,1,1,1.7838241,30.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
656,61,20,,male,other,$25000 or more,middle atlantic,conservative,catholic,20,1,0,1,0,1,1,.86247408,14.98,No,No,No,Yes,No,Yes,No,No,0,0,0,0,0,1,1
657,46,12,,female,white,$15000 - 19999,middle atlantic,,catholic,12,1,0,1,0,1,1,-.0012914971,-.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
658,53,19,12,male,white,$25000 or more,middle atlantic,moderate,none,19,1,1,0,0,0,0,.40179911,6.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
659,32,11,,female,white,$25000 or more,middle atlantic,slightly liberal,catholic,11,1,0,1,0,1,1,-.80747271,-14.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
660,51,14,12,female,white,$15000 - 19999,middle atlantic,liberal,other (specify),14,1,1,0,0,0,0,.28663036,4.98,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
661,32,12,12,male,white,,middle atlantic,liberal,catholic,12,1,1,0,0,0,0,-.80747271,-14.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
662,38,12,12,male,white,$15000 - 19999,middle atlantic,moderate,catholic,12,1,1,0,0,0,0,-.46196648,-8.0200005,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
663,50,17,10,male,white,$25000 or more,middle atlantic,extremely liberal,protestant,17,1,0,0,0,0,0,.229046,3.98,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
664,46,17,,female,white,$20000 - 24999,middle atlantic,liberal,other eastern,17,1,0,1,0,1,1,-.0012914971,-.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
665,42,12,12,female,white,$25000 or more,middle atlantic,liberal,none,12,1,1,0,0,0,0,-.23162898,-4.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
666,31,12,,male,white,$25000 or more,middle atlantic,moderate,catholic,12,1,0,1,0,1,1,-.86505711,-15.02,No,Yes,No,No,No,Yes,No,No,0,0,0,0,0,1,1
667,47,14,11,female,white,$25000 or more,middle atlantic,slightly liberal,catholic,14,1,0,0,0,0,0,.056292877,.98000002,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
668,45,12,12,female,white,$25000 or more,middle atlantic,moderate,protestant,12,1,1,0,0,0,0,-.05887587,-1.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
669,26,12,12,female,white,$25000 or more,middle atlantic,moderate,none,12,1,1,0,0,0,0,-1.152979,-20.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
670,45,18,14,female,white,$25000 or more,middle atlantic,slightly liberal,jewish,18,1,0,1,0,0,0,-.05887587,-1.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
671,32,13,12,female,white,$25000 or more,middle atlantic,moderate,protestant,13,1,1,0,0,0,0,-.80747271,-14.02,Yes,Yes,No,No,No,Yes,No,No,0,0,0,0,0,0,0
